,periodo,comentario,quant_like_coment,feedback_super,nota,quant_comentarios,quant_fotos,supermercado,rua_supermercado,guia_local,cliente_id
50,um ano atrás,Sem comentário,0.0,Sem feedback,5,11,18,Paraty,"Bacharel José Airton Rocha, 1655",Não,909
51,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,677
52,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,6,Paraty,"Bacharel José Airton Rocha, 1655",Sim,838
53,um ano atrás,Sem comentário,0.0,Sem feedback,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,910
54,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,10,Paraty,"Bacharel José Airton Rocha, 1655",Sim,630
55,um ano atrás,👍,0.0,Agradecemos sua ajuda.,4,36,507,Paraty,"Bacharel José Airton Rocha, 1655",Sim,911
56,um ano atrás,Ótimo mercantil tem de tudo,0.0,Agradecemos sua ajuda.,5,50,39,Paraty,"Bacharel José Airton Rocha, 1655",Sim,135
57,um ano atrás,Sem comentário,0.0,Sem feedback,2,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,158
58,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,689
59,um ano atrás,Sem comentário,0.0,Sem feedback,5,8,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,182
60,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,34,Paraty,"Bacharel José Airton Rocha, 1655",Não,912
61,um ano atrás,O gerente trata mal os funcionários e eu como cliente fico desconfortável em presenciar tal situação.,1.0,Agradecemos sua ajuda.,4,21,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,205
62,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,913
63,um ano atrás,Sem comentário,0.0,Sem feedback,4,13,8,Paraty,"Bacharel José Airton Rocha, 1655",Não,914
64,um ano atrás,Sem comentário,0.0,Sem feedback,3,0,43,Paraty,"Bacharel José Airton Rocha, 1655",Não,573
65,um ano atrás,Legal ficar aberto diáriamente só dóis  estabelecimentos  mercado Paraty e  padaria chopp pães outros todos fecham 12 horas abrem as 2 horas da tarde uma ótima cidade pra viver.,0.0,Agradecemos sua ajuda.,3,9,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,915
66,um ano atrás,Muito aconchegante amplo e repleto de variedade para seu lar e sua família.,1.0,Agradecemos sua ajuda.,5,7,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,916
67,um ano atrás,Boa,0.0,Agradecemos sua ajuda.,5,14,4,Paraty,"Bacharel José Airton Rocha, 1655",Sim,199
68,um ano atrás,Atendimento bom,0.0,Agradecemos sua ajuda.,5,5,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,139
69,um ano atrás,"Espaço pequeno, poucas variedades de produtos, poucos caixas, não tem estacionamento,",0.0,Agradecemos sua ajuda.,4,132,819,Paraty,"Bacharel José Airton Rocha, 1655",Sim,128
70,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,19,Paraty,"Bacharel José Airton Rocha, 1655",Sim,716
71,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,917
72,um ano atrás,Bom,0.0,Agradecemos sua ajuda.,1,19,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,448
73,um ano atrás,Sem comentário,0.0,Sem feedback,4,5,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,918
74,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,919
75,um ano atrás,Melhor pão da cidade segundo minha opinião.,0.0,Agradecemos sua ajuda.,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,920
76,um ano atrás,Sem comentário,0.0,Sem feedback,3,8,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,47
77,um ano atrás,Sem comentário,0.0,Sem feedback,5,49,13,Paraty,"Bacharel José Airton Rocha, 1655",Sim,921
78,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,26
79,um ano atrás,Gostei  do bom atendimento. Achei  o produto  que procurava,1.0,Agradecemos sua ajuda.,4,502,947,Paraty,"Bacharel José Airton Rocha, 1655",Sim,73
80,um ano atrás,Moderadamente bom,0.0,Agradecemos sua ajuda.,4,181,46,Paraty,"Bacharel José Airton Rocha, 1655",Sim,302
81,um ano atrás,Sem comentário,0.0,Sem feedback,5,6,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,922
82,um ano atrás,Muito bom ambiente bem agradável 👏👏👏,0.0,Agradecemos sua ajuda.,5,19,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,923
83,um ano atrás,Excelente.,0.0,Agradecemos sua ajuda.,5,2,9,Paraty,"Bacharel José Airton Rocha, 1655",Não,924
84,um ano atrás,"Sou cliente fiel do Pará Ty Supermercado; tem de tudo que o consumidor procura para o consumo da casa, um ambiente 100% climatizado e sem esquecer: UM atendimento base 10, expoente 1000!!!.",1.0,Agradecemos sua ajuda.,5,2,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,800
85,um ano atrás,Sem comentário,0.0,Sem feedback,4,5,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,548
86,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,10,Paraty,"Bacharel José Airton Rocha, 1655",Não,925
87,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,736
88,um ano atrás,Sem comentário,0.0,Sem feedback,5,2,12,Paraty,"Bacharel José Airton Rocha, 1655",Sim,425
89,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,926
90,um ano atrás,Sem comentário,0.0,Sem feedback,4,8,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,927
91,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,928
92,um ano atrás,mt boa,0.0,Agradecemos sua ajuda.,5,31,7,Paraty,"Bacharel José Airton Rocha, 1655",Sim,165
93,um ano atrás,"Bom atendimento, valores acessíveis, pãozinho maravilhoso, só precisa fazer em mais quantidade, pois fui comprar as 15h já tinha acabado todo o pão do dia😒",1.0,Agradecemos sua ajuda.,4,29,43,Paraty,"Bacharel José Airton Rocha, 1655",Sim,571
94,um ano atrás,Excelente,0.0,Agradecemos sua ajuda.,5,4,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,929
95,um ano atrás,Sem comentário,0.0,Sem feedback,4,13,9,Paraty,"Bacharel José Airton Rocha, 1655",Sim,930
96,um ano atrás,Sem comentário,0.0,Sem feedback,5,8,57,Paraty,"Bacharel José Airton Rocha, 1655",Sim,690
97,um ano atrás,"Um ótimo local,bem localizado",1.0,Agradecemos sua ajuda.,4,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,80
98,um ano atrás,Bom,0.0,Agradecemos sua ajuda.,5,36,5,Paraty,"Bacharel José Airton Rocha, 1655",Sim,931
99,um ano atrás,Sem comentário,0.0,Sem feedback,1,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,932
100,um ano atrás,"Ótimo lugar, só as filas que é negativo.",0.0,Agradecemos sua ajuda.,3,24,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,933
101,um ano atrás,Muito bom,0.0,Agradecemos sua ajuda.,5,16,5,Paraty,"Bacharel José Airton Rocha, 1655",Sim,820
102,um ano atrás,Sem comentário,0.0,Sem feedback,2,9,28,Paraty,"Bacharel José Airton Rocha, 1655",Sim,599
103,um ano atrás,Bom,0.0,Agradecemos sua ajuda.,3,6,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,544
104,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,934
105,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,68
106,um ano atrás,Sem comentário,0.0,Sem feedback,5,4,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,839
107,um ano atrás,Gostei muito,0.0,Agradecemos sua ajuda.,5,5,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,935
108,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,601
109,um ano atrás,😁,0.0,Agradecemos sua ajuda.,5,12,10,Paraty,"Bacharel José Airton Rocha, 1655",Sim,226
110,um ano atrás,Muito bom,0.0,Agradecemos sua ajuda.,5,27,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,819
111,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,22,Paraty,"Bacharel José Airton Rocha, 1655",Não,936
112,um ano atrás,Sem comentário,0.0,Sem feedback,5,18,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,349
113,um ano atrás,Infelizmente fiz uma compra meio e dia e meio e já são quase três horas e não entregaram ainda,0.0,Agradecemos sua ajuda.,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,937
114,um ano atrás,Foi boa,0.0,Agradecemos sua ajuda.,5,5,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,938
115,um ano atrás,👏🏼👏🏼👏🏼👏🏼,0.0,Agradecemos sua ajuda.,3,12,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,225
116,um ano atrás,Sem comentário,0.0,Sem feedback,5,16,9,Paraty,"Bacharel José Airton Rocha, 1655",Sim,939
117,um ano atrás,Sem comentário,0.0,Sem feedback,4,2,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,142
118,um ano atrás,Os melhores preços,0.0,Agradecemos sua ajuda.,4,12,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,613
119,2 anos atrás,Excelente,0.0,Agradecemos sua ajuda.,5,4,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,940
120,2 anos atrás,"Bem localizado, atendimento excepcionalmente bom.Não t não muito o quê e opinar sobre o estabelecimento. Pois ainda não tenho uma opinião de fato formada",0.0,Agradecemos sua ajuda.,5,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,941
121,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,666
122,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,12,Paraty,"Bacharel José Airton Rocha, 1655",Sim,651
123,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,217
124,2 anos atrás,Sem comentário,0.0,Sem feedback,1,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,847
125,2 anos atrás,Sem comentário,0.0,Sem feedback,1,17,38,Paraty,"Bacharel José Airton Rocha, 1655",Sim,19
126,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,942
127,2 anos atrás,Bom,0.0,Agradecemos sua ajuda.,5,12,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,116
128,2 anos atrás,Sem comentário,0.0,Sem feedback,5,7,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,943
129,2 anos atrás,Muito bom,0.0,Agradecemos sua ajuda.,5,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,944
130,2 anos atrás,Sem comentário,0.0,Sem feedback,5,91,182,Paraty,"Bacharel José Airton Rocha, 1655",Sim,64
131,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,945
132,2 anos atrás,Ótima!,1.0,Agradecemos sua ajuda.,3,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,946
133,2 anos atrás,Foi ótimo  bom atendimento e bem asecivel,0.0,Agradecemos sua ajuda.,5,9,4,Paraty,"Bacharel José Airton Rocha, 1655",Não,695
134,2 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,947
135,2 anos atrás,Ótimo atendimento,0.0,Agradecemos sua ajuda.,4,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,193
136,2 anos atrás,"Não muito boa, atendimento 👎",0.0,Agradecemos sua ajuda.,5,8,4,Paraty,"Bacharel José Airton Rocha, 1655",Não,168
137,2 anos atrás,Funcionarios bem solicitos e amigos.,0.0,Agradecemos sua ajuda.,5,4,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,948
138,2 anos atrás,Sem comentário,0.0,Sem feedback,3,6,4,Paraty,"Bacharel José Airton Rocha, 1655",Sim,949
139,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,950
140,2 anos atrás,Sem comentário,0.0,Sem feedback,3,3,216,Paraty,"Bacharel José Airton Rocha, 1655",Sim,573
141,2 anos atrás,Péssimo local para descarregar as mercadorias dos fornecedores. Escada muito alta pra subir levando as coisas nas mãos,0.0,Agradecemos sua ajuda.,5,374,19,Paraty,"Bacharel José Airton Rocha, 1655",Sim,71
142,2 anos atrás,Excelente atendimento,0.0,Agradecemos sua ajuda.,5,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,951
143,2 anos atrás,Bons preços,0.0,Agradecemos sua ajuda.,5,457,59,Paraty,"Bacharel José Airton Rocha, 1655",Sim,952
144,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,786
145,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,63
146,2 anos atrás,"O gerente gente boa, só alguns funcionários que são antipáticos, ambiente limpo e bem organizado, gostei de fazer compras lá. Parabéns para o gerente demonstra esforço e dedicação👏👏👏",0.0,Agradecemos sua ajuda.,5,2,3,Paraty,"Bacharel José Airton Rocha, 1655",Não,953
147,2 anos atrás,Normal + -,0.0,Agradecemos sua ajuda.,5,4,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,954
148,2 anos atrás,Sho,0.0,Agradecemos sua ajuda.,4,26,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,624
149,2 anos atrás,Bom atendimento,0.0,Agradecemos sua ajuda.,3,10,4,Paraty,"Bacharel José Airton Rocha, 1655",Não,293
150,2 anos atrás,As promoções são boas. Mas tem alguns preços que são inerentes com o mercado.,0.0,Agradecemos sua ajuda.,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,955
151,2 anos atrás,Ótimo,0.0,Agradecemos sua ajuda.,5,61,138,Paraty,"Bacharel José Airton Rocha, 1655",Sim,149
152,2 anos atrás,Ambiente agradável.,0.0,Agradecemos sua ajuda.,3,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,256
153,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,956
154,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,957
155,2 anos atrás,Sem comentário,0.0,Sem feedback,4,15,27,Paraty,"Bacharel José Airton Rocha, 1655",Sim,129
156,2 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,509
157,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,773
158,2 anos atrás,Exelente,0.0,Agradecemos sua ajuda.,2,15,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,238
159,2 anos atrás,Foi ótimo,0.0,Agradecemos sua ajuda.,5,7,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,958
160,2 anos atrás,"Mercado bem localizado e agradável, contudo os preços ainda são altos comparados com a concorrência.",0.0,Agradecemos sua ajuda.,5,16,3,Paraty,"Bacharel José Airton Rocha, 1655",Sim,959
161,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,960
162,2 anos atrás,Bons preços e bom atendimento,0.0,Agradecemos sua ajuda.,5,22,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,31
163,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,645
164,2 anos atrás,Sem comentário,0.0,Sem feedback,4,2,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,843
165,2 anos atrás,Atendimento bom,0.0,Agradecemos sua ajuda.,5,4,7,Paraty,"Bacharel José Airton Rocha, 1655",Não,961
166,2 anos atrás,Sem comentário,0.0,Sem feedback,4,4,6,Paraty,"Bacharel José Airton Rocha, 1655",Não,962
167,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,963
168,2 anos atrás,Sem comentário,0.0,Sem feedback,2,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,964
169,2 anos atrás,Sem comentário,0.0,Sem feedback,5,12,6,Paraty,"Bacharel José Airton Rocha, 1655",Sim,965
170,2 anos atrás,Bom,1.0,Agradecemos sua ajuda.,5,105,343,Paraty,"Bacharel José Airton Rocha, 1655",Sim,110
171,2 anos atrás,Lugar bom,0.0,Agradecemos sua ajuda.,5,23,16,Paraty,"Bacharel José Airton Rocha, 1655",Sim,966
172,2 anos atrás,Sem comentário,0.0,Sem feedback,1,24,6,Paraty,"Bacharel José Airton Rocha, 1655",Sim,967
173,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,968
174,2 anos atrás,Excelente atendimento.,0.0,Agradecemos sua ajuda.,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,969
175,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,458
176,2 anos atrás,Precisam melhorar na qualidade dos produtos.,0.0,Agradecemos sua ajuda.,5,23,16,Paraty,"Bacharel José Airton Rocha, 1655",Sim,970
177,2 anos atrás,Sem comentário,0.0,Sem feedback,4,18,17,Paraty,"Bacharel José Airton Rocha, 1655",Não,971
178,2 anos atrás,Sem comentário,0.0,Sem feedback,5,6,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,972
179,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,973
180,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,974
181,2 anos atrás,Sem comentário,0.0,Sem feedback,4,35,8,Paraty,"Bacharel José Airton Rocha, 1655",Sim,520
182,2 anos atrás,Ótimo,0.0,Agradecemos sua ajuda.,5,24,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,343
183,2 anos atrás,Sem comentário,0.0,Sem feedback,4,98,158,Paraty,"Bacharel José Airton Rocha, 1655",Sim,292
184,2 anos atrás,"Muito boa.Acesso facil do valor das mercadorias,funcionarios atenciosos.",0.0,Agradecemos sua ajuda.,5,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,975
185,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,976
186,2 anos atrás,As promoção são muito boas,0.0,Agradecemos sua ajuda.,3,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,977
187,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,543
188,2 anos atrás,Sem comentário,0.0,Sem feedback,3,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,587
189,2 anos atrás,Sem comentário,0.0,Sem feedback,4,18,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,978
190,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,979
191,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,625
192,2 anos atrás,"Bom preço, porém nessa época de pandemia não é a única coisa exigível, as medidas sanitárias deixam a desejar, já vi várias vezes funcionários sem máscara (ou fingindo estar usando) e clientes entrando sem máscaras também.",1.0,Agradecemos sua ajuda.,1,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,980
193,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,981
194,2 anos atrás,Sem comentário,0.0,Sem feedback,1,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,982
195,2 anos atrás,Sem comentário,0.0,Sem feedback,5,6,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,983
196,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,984
197,2 anos atrás,Perfeito,0.0,Agradecemos sua ajuda.,5,4,22,Paraty,"Bacharel José Airton Rocha, 1655",Não,985
198,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,986
199,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,22,Paraty,"Bacharel José Airton Rocha, 1655",Não,987
200,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,17,Paraty,"Bacharel José Airton Rocha, 1655",Não,988
201,2 anos atrás,"Ambiente agradável, bom atendimento dos funcionários, preços não muito competitivo.",0.0,Agradecemos sua ajuda.,5,6,7,Paraty,"Bacharel José Airton Rocha, 1655",Sim,989
202,2 anos atrás,Sem comentário,0.0,Sem feedback,5,8,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,990
203,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,991
204,2 anos atrás,Sem comentário,0.0,Sem feedback,2,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,992
205,2 anos atrás,Boa mim sentir super bem 👏👏,0.0,Agradecemos sua ajuda.,2,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,993
206,2 anos atrás,Bom lugar para comprar,0.0,Agradecemos sua ajuda.,5,20,9,Paraty,"Bacharel José Airton Rocha, 1655",Sim,197
207,2 anos atrás,Melhor lugar de todos ótimo atendimento ❤️❤️,0.0,Agradecemos sua ajuda.,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,994
208,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,665
209,2 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,995
210,2 anos atrás,👍,0.0,Agradecemos sua ajuda.,5,12,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,996
211,2 anos atrás,Coisas muito cará,0.0,Agradecemos sua ajuda.,5,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,997
212,2 anos atrás,Sem comentário,0.0,Sem feedback,3,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,291
213,2 anos atrás,Sem comentário,0.0,Sem feedback,5,43,26,Paraty,"Bacharel José Airton Rocha, 1655",Não,998
214,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,999
215,2 anos atrás,Bom,0.0,Agradecemos sua ajuda.,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,469
216,2 anos atrás,Muitas variedades e funcionários atenciosos.,0.0,Agradecemos sua ajuda.,5,26,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,1000
217,2 anos atrás,Atendimento Bom e Rápido,0.0,Agradecemos sua ajuda.,3,91,50,Paraty,"Bacharel José Airton Rocha, 1655",Sim,1001
218,2 anos atrás,Só  precisa  aumentar  o número  de CAIXAS no atendimento,0.0,Agradecemos sua ajuda.,4,129,365,Paraty,"Bacharel José Airton Rocha, 1655",Sim,104
219,2 anos atrás,Bom,0.0,Agradecemos sua ajuda.,4,8,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,780
220,2 anos atrás,Tem de tudo e preço bom,0.0,Agradecemos sua ajuda.,3,160,447,Paraty,"Bacharel José Airton Rocha, 1655",Sim,1002
221,2 anos atrás,Um bom lugar para se comprar; bastante espaçoso e o atendimento excelente....,0.0,Agradecemos sua ajuda.,3,41,29,Paraty,"Bacharel José Airton Rocha, 1655",Sim,1003
222,2 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,419
223,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,484
224,2 anos atrás,Ótimo atendimento.,0.0,Agradecemos sua ajuda.,1,16,21,Paraty,"Bacharel José Airton Rocha, 1655",Sim,1004
225,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,615
226,2 anos atrás,Sem comentário,0.0,Sem feedback,4,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,719
227,2 anos atrás,Muito boa ótimos funcionários,0.0,Agradecemos sua ajuda.,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,1005
228,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,20,Paraty,"Bacharel José Airton Rocha, 1655",Sim,1006
229,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,588
230,2 anos atrás,Sem comentário,0.0,Sem feedback,5,21,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,273
231,2 anos atrás,Sem comentário,0.0,Sem feedback,4,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,1007
232,2 anos atrás,Ambiente bem organizado e limpo .. Otima recepção e bem tranquiloBons preços e as melhores promoções,1.0,Agradecemos sua ajuda.,4,11,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,793
233,2 anos atrás,Sem comentário,1.0,Agradecemos sua ajuda.,3,339,102,Paraty,"Bacharel José Airton Rocha, 1655",Sim,42
234,2 anos atrás,Bom,0.0,Agradecemos sua ajuda.,4,4,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,803
235,2 anos atrás,"Bom super mercado, porem difícil achar vaga p o estacionamento.",0.0,Agradecemos sua ajuda.,1,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,1008
236,3 anos atrás,Excelente atendimento,0.0,Agradecemos sua ajuda.,4,24,36,Paraty,"Bacharel José Airton Rocha, 1655",Sim,572
237,3 anos atrás,Sem comentário,0.0,Sem feedback,5,6,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,1009
238,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,1010
239,3 anos atrás,"Bom. Pena que alguns produtos não estavam bons. Eu fui comprar alface, mas os que tinham lá já estavam estragados. E tinha mamão estragado amostra. Mas só compro lá, os alface fui comprar na feira. :D",0.0,Agradecemos sua ajuda.,1,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,1011
240,3 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,550
241,3 anos atrás,Gostei,0.0,Agradecemos sua ajuda.,5,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,1012
242,3 anos atrás,Sem comentário,0.0,Sem feedback,4,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,1013
243,3 anos atrás,Sem comentário,0.0,Sem feedback,5,4,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,557
